,NAME,Income Diversity Index,Median Household Income,Median Household Value,state,county,tract,Tracts,Number of Hotels,Bus Stops,Point of Interests,Airbnb penetration,Population Density,Race Diversity Index,Bohemian Index,Talent Index,Proportion of Young People,Unemployment Ratio,Poverty by Income Percentage,Proportion of Owner Occupied Residences
29,Census Tract 1026.01,0.3999,36469.0,150700.0,48,439,102601,Census Tract 1026.01,0.0,0.0,21.0,24.0,1294.2208494790955,0.48427561707239775,4.128542247803422,0.18094701240135289,0.2229425028184893,0.043122886133032695,0.18782760629004078,0.9089456869009584
30,Census Tract 1026.02,0.4634,74375.0,187300.0,48,439,102602,Census Tract 1026.02,2.0,0.0,15.0,37.0,1320.2104631139373,0.5293921310804107,4.464894407541312,0.31690353794980347,0.29664348351980646,0.03054127608104022,0.06954944058058664,0.9009404388714733
31,Census Tract 1027,0.4374,80673.0,317100.0,48,439,102700,Census Tract 1027,1.0,0.0,19.0,68.0,2087.724530744414,0.4615212302610153,4.365258198179815,0.43871951219512195,0.28780487804878047,0.01768292682926829,0.08109756097560976,0.9182879377431906
32,Census Tract 1035,0.5889,34464.0,88700.0,48,439,103500,Census Tract 1035,0.0,0.0,43.0,13.0,1799.2444715206461,0.6326651284417781,1.211578978686636,0.01729559748427673,0.24941037735849056,0.02358490566037736,0.2817122366651726,0.8326180257510729
33,Census Tract 1036.01,0.5423,19712.0,47200.0,48,439,103601,Census Tract 1036.01,0.0,0.0,6.0,0.0,828.1396282038669,0.5201090078751012,0.0,0.015391014975041598,0.23544093178036607,0.042429284525790346,0.5395174708818635,0.7294429708222812
34,Census Tract 1036.02,0.5237,35904.0,78900.0,48,439,103602,Census Tract 1036.02,0.0,0.0,6.0,2.0,489.28639215987465,0.5196447706179057,0.0,0.04948216340621404,0.19447640966628307,0.02531645569620253,0.3379363252780974,0.9086242299794661
35,Census Tract 1037.01,0.3775,44611.0,88300.0,48,439,103701,Census Tract 1037.01,0.0,0.0,0.0,0.0,1772.5515988739935,0.6177489501814071,2.1288878723250972,0.03938207136640557,0.19799825935596171,0.016753698868581374,0.23124722592099423,0.9327323162274619
36,Census Tract 1037.02,0.4094,45096.0,73700.0,48,439,103702,Census Tract 1037.02,0.0,0.0,4.0,0.0,6476.298886531709,0.5505732231661441,0.0,0.01358148893360161,0.2731388329979879,0.08903420523138833,0.2485068813295248,0.9100917431192661
37,Census Tract 1038,0.4554,31426.0,104000.0,48,439,103800,Census Tract 1038,0.0,0.0,0.0,2.0,1601.997386836329,0.44396124659357306,6.762475747415935,0.05312977099236641,0.26625954198473284,0.01801526717557252,0.3285496183206107,0.825735294117647
38,Census Tract 1041,0.4158,84574.0,279300.0,48,439,104100,Census Tract 1041,0.0,0.0,8.0,70.0,1340.0166109917675,0.4415785659346612,10.85986113009161,0.34028756695799267,0.2926416690160699,0.01099520721736679,0.07748868778280543,0.883108935128519
39,Census Tract 1042.02,0.5063,73036.0,379100.0,48,439,104202,Census Tract 1042.02,0.0,0.0,12.0,8.0,773.156012817816,0.4636462407648848,1.7591737760189827,0.38459310744280334,0.37619461337966986,0.015638575152041704,0.18731735827001753,0.8614257161892072
41,Census Tract 1042.04,0.4889,125250.0,582300.0,48,439,104204,Census Tract 1042.04,0.0,0.0,5.0,13.0,984.5164191731311,0.4933500276165457,17.555372410814755,0.567170626349892,0.216414686825054,0.0,0.07818574514038877,0.8690265486725663
42,Census Tract 1043.01,0.6157,23629.0,327300.0,48,439,104301,Census Tract 1043.01,0.0,0.0,31.0,23.0,1834.5573206083454,0.4347545825139238,10.426533337914842,0.17685267198110421,0.739002066725716,0.033953351048125184,0.5520610687022901,0.8710990502035278
43,Census Tract 1043.02,0.4728,81786.0,476600.0,48,439,104302,Census Tract 1043.02,0.0,0.0,14.0,23.0,2015.6217669051748,0.4752539997866147,4.140050559319174,0.4713656387665198,0.3408590308370044,0.021200440528634363,0.0625,0.8067318132464713
44,Census Tract 1044,0.4408,61216.0,260100.0,48,439,104400,Census Tract 1044,0.0,0.0,3.0,45.0,3699.928628903291,0.5439010074612848,4.2431309692793855,0.18812215285979417,0.26117766154884425,0.006580057364602666,0.24228108655306227,0.9038461538461539
45,Census Tract 1045.02,0.4112,46645.0,77200.0,48,439,104502,Census Tract 1045.02,0.0,0.0,6.0,13.0,2116.510124988807,0.6558978040309569,4.336023327944673,0.06518178840484769,0.20144120537176546,0.012446773665247298,0.1781853914182771,0.89748045178106
46,Census Tract 1045.03,0.4025,37368.0,78000.0,48,439,104503,Census Tract 1045.03,0.0,8.0,12.0,0.0,1437.472809464906,0.8937235083965768,2.656645903148584,0.010150375939849625,0.21127819548872181,0.04774436090225564,0.30639097744360905,0.9040178571428571
47,Census Tract 1045.04,0.4824,35678.0,95000.0,48,439,104504,Census Tract 1045.04,2.0,0.0,8.0,1.0,393.4287872879779,0.7467187290215692,0.0,0.06453759148369927,0.21590153027278775,0.021956087824351298,0.3176979374584165,0.9147826086956522
48,Census Tract 1045.05,0.3655,32280.0,87000.0,48,439,104505,Census Tract 1045.05,0.0,8.0,24.0,1.0,1195.8305214588418,0.5414057060016514,0.0,0.04282167976830782,0.23251965246172943,0.032892014894497314,0.33291796469366564,0.8696343402225755
49,Census Tract 1046.01,0.3401,43025.0,93200.0,48,439,104601,Census Tract 1046.01,0.0,0.0,6.0,2.0,1698.4496128980288,0.5908716623713122,0.0,0.006155567991046447,0.2370826338369707,0.0408505875769446,0.15687371759000188,0.9631176061238692
50,Census Tract 1046.02,0.3582,43867.0,68700.0,48,439,104602,Census Tract 1046.02,0.0,0.0,3.0,0.0,3123.4595513815702,0.6129502772766541,0.0,0.0158866466294547,0.2632030914555603,0.03971661657363675,0.28424216401889224,0.8637005649717514
51,Census Tract 1046.03,0.3741,45147.0,76300.0,48,439,104603,Census Tract 1046.03,0.0,0.0,16.0,1.0,1274.5805320884072,0.7104760618384988,0.0,0.03908219868885527,0.2188603126575895,0.02042360060514372,0.17459514170040485,0.9209677419354839
52,Census Tract 1046.04,0.4116,38851.0,69900.0,48,439,104604,Census Tract 1046.04,0.0,0.0,13.0,0.0,1304.1177081783487,0.5208945398514506,0.0,0.046684507879869164,0.18971156705322628,0.03270889087124591,0.24699519230769232,0.959203036053131
53,Census Tract 1046.05,0.4355,37902.0,110600.0,48,439,104605,Census Tract 1046.05,0.0,0.0,8.0,5.0,962.3720498364671,0.4958407817029697,0.0,0.07789887439699839,0.24084330891549044,0.06485617294979454,0.31244323342415986,0.8534798534798534
54,Census Tract 1047.01,0.4168,44083.0,73100.0,48,439,104701,Census Tract 1047.01,0.0,0.0,9.0,0.0,863.0839057831614,0.8312505809579097,0.9253741995150869,0.027521008403361344,0.20987394957983194,0.04978991596638655,0.226890756302521,0.9591977869986169
55,Census Tract 1047.02,0.3511,34238.0,82600.0,48,439,104702,Census Tract 1047.02,0.0,2.0,23.0,0.0,1231.8323864894148,0.8405789527266706,0.0,0.030256251929607902,0.18585983328187713,0.02253782031491201,0.30009262117937635,0.9661016949152542
56,Census Tract 1048.02,0.3863,36953.0,88600.0,48,439,104802,Census Tract 1048.02,0.0,18.0,6.0,0.0,2288.040675476863,0.598774358071906,1.9961723279083055,0.056533827618164965,0.26987951807228916,0.01797961075069509,0.29962839820066495,0.900198281559815
57,Census Tract 1048.03,0.4814,39144.0,86500.0,48,439,104803,Census Tract 1048.03,0.0,4.0,16.0,7.0,6699.958632423486,0.6027370785808271,0.6812094708875647,0.19537872573147388,0.2611430133989609,0.026251025430680888,0.27347611202635913,0.9042889390519188
58,Census Tract 1048.04,0.3614,49968.0,98700.0,48,439,104804,Census Tract 1048.04,0.0,4.0,7.0,0.0,1056.3991923655872,0.7964845270086329,0.0,0.03934959349593496,0.3154471544715447,0.03024390243902439,0.20163132137030995,0.8213197969543147
59,Census Tract 1049,0.3322,47886.0,112200.0,48,439,104900,Census Tract 1049,0.0,0.0,7.0,0.0,1172.8818151915082,0.6584591007779043,0.0,0.04279069767441861,0.18356589147286823,0.023255813953488372,0.13108495068405981,0.953187250996016
60,Census Tract 1050.07,0.4002,59137.0,315200.0,48,439,105007,Census Tract 1050.07,8.0,0.0,71.0,5.0,2296.9886798504967,0.3728629936942574,2.5799730846779663,0.2648793565683646,0.3839142091152815,0.01769436997319035,0.12028596961572832,0.8989275268118297
61,Census Tract 1052.01,0.4078,29632.0,135500.0,48,439,105201,Census Tract 1052.01,3.0,0.0,12.0,3.0,977.7993742790732,0.45083476545024875,1.1769474444322756,0.08816535577098958,0.2617523321748674,0.043351015182001094,0.40623853211009175,0.7721788502484032
62,Census Tract 1052.03,0.3733,52077.0,175200.0,48,439,105203,Census Tract 1052.03,0.0,0.0,13.0,1.0,4515.0919761078885,0.4852524417117828,2.804627279964214,0.10356933879461673,0.30076067875950846,0.00497366881217086,0.17232299590403746,0.9491790461297889
63,Census Tract 1052.04,0.3756,33343.0,130000.0,48,439,105204,Census Tract 1052.04,0.0,0.0,7.0,1.0,1529.7606504080904,0.4226449716904742,1.58041591530857,0.04099480732440557,0.3544684339983602,0.07679693905438645,0.42054794520547945,0.8082706766917294
64,Census Tract 1052.06,0.361,38341.0,133900.0,48,439,105206,Census Tract 1052.06,0.0,0.0,1.0,0.0,1896.325325408433,0.42473661821854675,3.9870476073857457,0.15644820295983086,0.2849894291754757,0.005919661733615222,0.1881651766709238,0.8774907749077491
66,Census Tract 1054.03,0.5348,86283.0,565900.0,48,439,105403,Census Tract 1054.03,4.0,0.0,68.0,3.0,5104.004351252178,0.4249317017587378,5.168810605674361,0.557105349524122,0.27420413521496556,0.014276337381030521,0.058174523570712136,0.9363386097728836
67,Census Tract 1054.04,0.5029,143750.0,459900.0,48,439,105404,Census Tract 1054.04,0.0,0.0,7.0,5.0,1194.7907234399574,0.48334981208257777,3.785773758290008,0.5848179705654531,0.11360702297960237,0.018590240123934933,0.09546044098573281,0.9625076828518746
69,Census Tract 1054.08,0.4673,94575.0,381200.0,48,439,105408,Census Tract 1054.08,0.0,0.0,0.0,1.0,846.8404856830248,0.45804122664194047,2.5350481802183995,0.46506643806258036,0.2524646378054008,0.006858122588941277,0.06382061233290211,0.8238341968911918
70,Census Tract 1055.02,0.3936,67422.0,163500.0,48,439,105502,Census Tract 1055.02,0.0,0.0,35.0,7.0,3501.681901688716,0.45120807028360316,6.232025210557954,0.15558441558441558,0.15376623376623377,0.005714285714285714,0.08025974025974025,0.8959429000751314
71,Census Tract 1055.03,0.4047,57311.0,180600.0,48,439,105503,Census Tract 1055.03,0.0,0.0,19.0,1.0,2504.374533753524,0.43569111650763626,2.9636177833883193,0.22801130342635112,0.21317555634051572,0.016955139526669022,0.08516534269351561,0.8863728265264861
72,Census Tract 1055.05,0.4783,61750.0,191500.0,48,439,105505,Census Tract 1055.05,0.0,6.0,103.0,5.0,1119.4035332105886,0.40401395601125684,0.9311854609354867,0.25360173672784686,0.28498125123347146,0.018946121965660152,0.1373593842510361,0.9320688134097926
73,Census Tract 1055.11,0.408,57309.0,151000.0,48,439,105511,Census Tract 1055.11,0.0,0.0,10.0,10.0,6517.886203393862,0.4160999231850384,0.0,0.1362977283711938,0.1875302078298695,0.03898823908490414,0.21830191719026906,0.909197651663405
74,Census Tract 1055.12,0.427,87925.0,205300.0,48,439,105512,Census Tract 1055.12,0.0,0.0,3.0,1.0,1317.9443061581615,0.4309269919383367,1.3825659590934698,0.28509888388486393,0.202271392206775,0.025455257489719992,0.08194471672221133,0.9662471395881007
77,Census Tract 1055.15,0.5342,67956.0,173800.0,48,439,105515,Census Tract 1055.15,0.0,0.0,13.0,6.0,4548.873731398807,0.39083688919767257,0.5480582308069699,0.24381472957422323,0.20008630609896433,0.01812428078250863,0.15927654609101516,0.9568487727632621
78,Census Tract 1055.16,0.4157,71053.0,178700.0,48,439,105516,Census Tract 1055.16,0.0,0.0,10.0,0.0,484.94167632033776,0.4335032852488272,0.0,0.3193841294907225,0.20134228187919462,0.02763521515988946,0.0852743782076589,0.9889224572004028
79,Census Tract 1055.17,0.3816,42150.0,227600.0,48,439,105517,Census Tract 1055.17,0.0,0.0,10.0,3.0,1654.5779744636827,0.3791056217407069,1.136108548994199,0.1713964596796853,0.359370609721832,0.010677156504636133,0.1295307670694015,0.8931462493254182
80,Census Tract 1055.18,0.3453,63237.0,237800.0,48,439,105518,Census Tract 1055.18,0.0,4.0,15.0,6.0,1416.0105538481298,0.43115238987488413,0.0,0.36691685912240185,0.2716512702078522,0.025115473441108545,0.048879837067209775,1.0
81,Census Tract 1055.19,0.4343,64207.0,402300.0,48,439,105519,Census Tract 1055.19,3.0,0.0,42.0,4.0,2269.8294917968333,0.43969842088673716,2.740650813943119,0.45091477019187864,0.24118697010263276,0.010263275323516287,0.04361653793730123,0.9338602329450915
82,Census Tract 1055.20,0.523,172031.0,599800.0,48,439,105520,Census Tract 1055.20,0.0,0.0,10.0,0.0,689.2578946968887,0.4371108168610567,3.388493328172225,0.6377988272440235,0.09923319801533605,0.0,0.07262065854758683,0.8810256410256411
83,Census Tract 1056,0.3579,64019.0,127400.0,48,439,105600,Census Tract 1056,0.0,0.0,10.0,13.0,3110.842355935986,0.5600819348216078,3.23339291967386,0.17995356037151702,0.26993034055727555,0.03695820433436533,0.11880804953560371,0.9229963331587219
84,Census Tract 1057.01,0.3756,79470.0,150200.0,48,439,105701,Census Tract 1057.01,0.0,0.0,6.0,5.0,1100.9252302366083,0.4712288569828743,0.6924102245194976,0.19023193577163247,0.2047279214986619,0.029661016949152543,0.07983852881812066,0.9492995330220146
85,Census Tract 1057.03,0.508,60394.0,152200.0,48,439,105703,Census Tract 1057.03,0.0,0.0,15.0,2.0,1388.217322994259,0.44080594749062335,0.7621394849502752,0.11799065420560748,0.16647196261682243,0.1133177570093458,0.09842289719626168,0.9270762997974341
86,Census Tract 1057.05,0.3809,53135.0,133000.0,48,439,105705,Census Tract 1057.05,0.0,2.0,14.0,1.0,6634.485658201251,0.453817973582531,5.35649102510818,0.1370474847202633,0.382698636577339,0.036671368124118475,0.14527503526093088,0.923804780876494
87,Census Tract 1057.06,0.3321,56557.0,129400.0,48,439,105706,Census Tract 1057.06,0.0,0.0,0.0,2.0,1517.0576424058413,0.5016907751427027,0.0,0.15023131239347456,0.3080107134161188,0.08327246165084003,0.11224738251765279,0.9323432343234324
88,Census Tract 1058,0.4359,40738.0,90500.0,48,439,105800,Census Tract 1058,0.0,0.0,14.0,0.0,1678.0220188545175,0.7219239861793053,0.0,0.04111376984990211,0.23189036328040027,0.07222101370458996,0.1964324559495323,0.9190093708165997
89,Census Tract 1059.01,0.4977,49781.0,83100.0,48,439,105901,Census Tract 1059.01,1.0,0.0,12.0,0.0,1421.3174757102738,0.7165332613271991,0.0,0.019090266320999295,0.18972425170869667,0.038887579542776336,0.1696912561866604,0.9797891036906854
90,Census Tract 1059.02,0.5096,23425.0,85000.0,48,439,105902,Census Tract 1059.02,0.0,2.0,38.0,0.0,1734.4163508336703,0.39217924010944716,1.4485989601247997,0.03427743804312842,0.28162214354682974,0.02784036047634374,0.4436786560413526,0.8235694822888283
91,Census Tract 1060.02,0.3325,44676.0,87600.0,48,439,106002,Census Tract 1060.02,2.0,0.0,11.0,15.0,1202.689410844344,0.4891969063265443,0.0,0.04883040935672515,0.28157894736842104,0.05789473684210526,0.14327485380116958,0.8975903614457831
92,Census Tract 1060.05,0.5161,60304.0,134500.0,48,439,106005,Census Tract 1060.05,2.0,0.0,16.0,4.0,3937.0217391520937,0.5869793964217759,0.0,0.04450796243364639,0.14332380563495303,0.03307472437729685,0.09412004899959167,0.943029490616622
93,Census Tract 1060.06,0.4568,50389.0,128800.0,48,439,106006,Census Tract 1060.06,0.0,0.0,3.0,0.0,2538.5284430815304,0.4692586381376442,0.0,0.1048283458784652,0.2781347530750872,0.021479713603818614,0.12373783734165596,0.9376679204728641
94,Census Tract 1061.01,0.4011,45451.0,87200.0,48,439,106101,Census Tract 1061.01,0.0,0.0,3.0,0.0,376.02642737991414,0.4820427245987626,2.7879128345583664,0.037211740041928724,0.11740041928721175,0.039832285115303984,0.19806243272335844,0.87
95,Census Tract 1061.02,0.4097,29611.0,25200.0,48,439,106102,Census Tract 1061.02,0.0,0.0,4.0,0.0,779.5712407287024,0.46781646277779576,0.7905170189643812,0.05471651398861104,0.21787571180985393,0.03540480316910126,0.24634810596682347,0.837170129140932
96,Census Tract 1062.01,0.3898,42826.0,59000.0,48,439,106201,Census Tract 1062.01,0.0,0.0,9.0,0.0,1524.2694227286895,0.5504308419278624,0.0,0.01301891427167772,0.22770817980840088,0.02603782854335544,0.21328067143915083,0.9073482428115016
97,Census Tract 1062.02,0.4196,33957.0,64600.0,48,439,106202,Census Tract 1062.02,0.0,0.0,5.0,3.0,2076.050812078208,0.4485664335125131,0.0,0.037556829412927456,0.15536667325558412,0.028661790867760426,0.2870928829915561,0.895932382461701
98,Census Tract 1063,0.3868,37845.0,77600.0,48,439,106300,Census Tract 1063,0.0,0.0,5.0,3.0,1375.717618218497,0.492630770132841,0.0,0.016897081413210446,0.1336405529953917,0.030283080974325215,0.3175334649989028,0.9376443418013857
99,Census Tract 1065.02,0.4586,64318.0,156700.0,48,439,106502,Census Tract 1065.02,0.0,0.0,14.0,2.0,967.1174124434149,0.38033262868749845,2.9460854040094677,0.19672727272727272,0.2149090909090909,0.056363636363636366,0.10727272727272727,0.8397626112759644
100,Census Tract 1065.03,0.3522,47120.0,147200.0,48,439,106503,Census Tract 1065.03,0.0,0.0,4.0,7.0,3097.998105637991,0.4208619873685388,0.0,0.15425414364640885,0.22497237569060774,0.005303867403314917,0.13613259668508287,0.9109778597785978
101,Census Tract 1065.07,0.4851,57553.0,213100.0,48,439,106507,Census Tract 1065.07,0.0,0.0,11.0,2.0,671.2150082460872,0.40446561441420664,0.2905872165519808,0.30055511498810467,0.3009516256938937,0.049563838223632035,0.10016025641025642,0.9039408866995073
102,Census Tract 1065.12,0.4106,54342.0,204200.0,48,439,106512,Census Tract 1065.12,0.0,0.0,5.0,4.0,1661.4754647051386,0.37470872212612855,2.191161660071494,0.22647657841140528,0.2079429735234216,0.020162932790224034,0.10529531568228107,0.9098143236074271
103,Census Tract 1065.13,0.4214,53367.0,145900.0,48,439,106513,Census Tract 1065.13,0.0,0.0,0.0,0.0,961.671322507839,0.40829802672970655,0.0,0.11898274296094459,0.22191946715107477,0.013623978201634877,0.17771722676354829,0.946894689468947
104,Census Tract 1065.15,0.4527,37090.0,186900.0,48,439,106515,Census Tract 1065.15,0.0,0.0,9.0,4.0,2280.227578121059,0.3899220079630458,0.7837943150652181,0.14635430376414846,0.2479599894709134,0.058173203474598575,0.13345617267702026,0.8257839721254355
106,Census Tract 1065.20,0.4767,34247.0,64300.0,48,439,106520,Census Tract 1065.20,0.0,0.0,4.0,0.0,955.4384125624465,0.473856330572775,2.114692143543815,0.10448195576251455,0.3809662398137369,0.052677532013969734,0.15582089552238806,0.8016369764082811
107,Census Tract 1065.21,0.3802,77392.0,176000.0,48,439,106521,Census Tract 1065.21,1.0,0.0,22.0,11.0,2388.0815555537124,0.38059426661608864,0.0,0.2389397778210875,0.18203079321769636,0.036834924965893585,0.1270870163032803,0.9126819126819127
108,Census Tract 1065.22,0.447,35337.0,143900.0,48,439,106522,Census Tract 1065.22,0.0,0.0,7.0,2.0,591.9441872555284,0.4584170324121613,5.802491132030896,0.10460086511993708,0.18167518678725914,0.010224144710971293,0.3161620133700354,0.9145758661887694
109,Census Tract 1065.25,0.2779,129167.0,217600.0,48,439,106525,Census Tract 1065.25,0.0,0.0,0.0,5.0,1406.107481450766,0.38559348772200774,0.7966614825264202,0.26917367639782286,0.1904997525977239,0.0,0.010390895596239486,0.9192364170337739
110,Census Tract 1065.26,0.3489,95444.0,226100.0,48,439,106526,Census Tract 1065.26,0.0,0.0,12.0,6.0,3914.8680589362475,0.38267525179574574,1.4254810596294205,0.23609923011120615,0.2071571143427431,0.033219275734245796,0.05954943320418998,0.9407195421095667
