,NAME,Income Diversity Index,Median Household Income,Median Household Value,state,county,tract,Tracts,Number of Hotels,Bus Stops,Point of Interests,Distance to Center,Airbnb penetration,Population Density,Race Diversity Index,Bohemian Index,Talent Index,Proportion of Young People,Unemployment Ratio,Poverty by Income Percentage,Proportion of Owner Occupied Residences
66,Census Tract 68.12,0.4919,68452.0,289900.0,08,031,006812,Census Tract 68.12,1.0,30.0,163.0,11.850415689084388,11.0,2133.901346601535,0.44034751828430346,5.379483574998927,0.3909199522102748,0.2996415770609319,0.02867383512544803,0.10182079540009584,0.9394862864606008
67,Census Tract 68.13,0.3832,52894.0,275300.0,08,031,006813,Census Tract 68.13,0.0,30.0,84.0,13.564588437235454,16.0,780.0337364294029,0.410550118556681,5.6942628734465925,0.2803970223325062,0.3237085495150011,0.027069704489059328,0.09722535528987142,0.9374196313759109
68,Census Tract 68.14,0.4361,59151.0,391500.0,08,031,006814,Census Tract 68.14,0.0,42.0,67.0,13.784358283354077,2.0,1989.90596452993,0.4324623967050994,3.4292397592265527,0.2937625754527163,0.20704225352112676,0.010261569416498993,0.09074446680080483,0.9545691906005221
69,Census Tract 68.15,0.4474,109583.0,626500.0,08,031,006815,Census Tract 68.15,1.0,32.0,86.0,12.928034545048611,4.0,2347.0821252527753,0.4374411938730794,19.531975118199195,0.603085553997195,0.31463300607760636,0.024777933613838243,0.0,0.9437439379243453
71,Census Tract 68.16,0.4696,53610.0,433800.0,08,031,006816,Census Tract 68.16,0.0,20.0,98.0,14.007242048184137,14.0,4149.990621723776,0.4699089980467919,5.4127457298509345,0.4057520404197435,0.31694520015546057,0.03342401865526622,0.08239409249902838,0.9888117283950617
72,Census Tract 68.17,0.3427,120987.0,498500.0,08,031,006817,Census Tract 68.17,0.0,20.0,2.0,12.315052469786897,3.0,1356.1480080224485,0.3945918362021857,9.765943183778418,0.4108087679516251,0.1254724111866969,0.009826152683295541,0.11148904006046863,0.9359430604982206
73,Census Tract 68.18,0.4437,59616.0,359600.0,08,031,006818,Census Tract 68.18,0.0,24.0,74.0,13.057260846102173,2.0,10807.910812059661,0.4490368131926804,5.91830517640408,0.47421414538310414,0.2824165029469548,0.023084479371316306,0.10505450941526263,0.9117647058823529
74,Census Tract 69.02,0.4381,52288.0,393100.0,08,031,006902,Census Tract 69.02,0.0,22.0,51.0,10.08096171573958,14.0,8979.652140996664,0.4034341497595284,1.876282372207937,0.26303854875283444,0.29563492063492064,0.04421768707482993,0.12212335072108009,0.958414554905783
76,Census Tract 69.03,0.4246,63088.0,567900.0,08,031,006903,Census Tract 69.03,0.0,22.0,15.0,10.8825428324034,1.0,1158.0092916396438,0.395617954725687,0.0,0.28064643279463936,0.23571147024044148,0.04020496649586126,0.10714285714285714,0.8496503496503497
78,Census Tract 70.13,0.3717,75369.0,283000.0,08,031,007013,Census Tract 70.13,0.0,26.0,39.0,10.626985285949575,9.0,4787.741320775599,0.41252912503907097,6.476996479706471,0.4165705054234941,0.24001846295868912,0.00946226632817909,0.11608585275790445,0.9558521560574949
79,Census Tract 70.37,0.4564,44610.0,320100.0,08,031,007037,Census Tract 70.37,0.0,12.0,24.0,11.449993412849608,4.0,2674.191536742148,0.4202916535959122,2.711374222400067,0.20353219900926126,0.23756192117165625,0.04415248761576567,0.20331682102089166,0.9125910509885536
80,Census Tract 70.88,0.3885,54879.0,276200.0,08,031,007088,Census Tract 70.88,0.0,18.0,92.0,9.79758854632968,6.0,4143.507875963367,0.4269005051182953,0.7701524119184604,0.30554493307839387,0.2959847036328872,0.029636711281070746,0.08735055919784034,0.9417129262490087
81,Census Tract 70.90,0.5157,42563.0,207000.0,08,031,007090,Census Tract 70.90,0.0,6.0,8.0,9.778338452345464,2.0,5920.545454828126,0.3705275429360168,4.677681494932907,0.27304550758459745,0.14935822637106183,0.0,0.13477246207701282,1.0
82,Census Tract 70.91,0.4422,33398.0,194500.0,08,031,007091,Census Tract 70.91,0.0,42.0,86.0,10.644402848971476,1.0,14859.363514464876,0.4691038383676246,12.987200235097369,0.5264550264550265,0.025279247501469725,0.020870076425631982,0.08348030570252793,0.9162903786036818
83,Census Tract 83.04,0.484,64375.0,237600.0,08,031,008304,Census Tract 83.04,0.0,0.0,0.0,13.977049026452576,0.0,3077.980576328503,0.5949061867300676,0.47710176425458645,0.0846754514397267,0.24011713030746706,0.008784773060029283,0.14603174603174604,0.9694570135746606
84,Census Tract 83.05,0.3984,61773.0,285800.0,08,031,008305,Census Tract 83.05,0.0,0.0,1.0,15.022016002169371,0.0,3043.9341696792567,0.6680072408654586,2.0952228692055774,0.03605643616094757,0.2672008360912733,0.05242989026302038,0.24488355681016233,0.9815533980582525
85,Census Tract 83.06,0.3932,48135.0,303100.0,08,031,008306,Census Tract 83.06,0.0,0.0,0.0,13.91628809461968,5.0,20596.341367410678,0.5183895021484629,0.5873036932041243,0.06777511624630125,0.23587431309003803,0.04551218824855573,0.19431882419446014,0.9744658676393955
86,Census Tract 83.12,0.3489,59914.0,265500.0,08,031,008312,Census Tract 83.12,3.0,8.0,30.0,14.325305989902384,0.0,27543.7829988484,0.5324667363194336,6.693074574600914,0.1125066809192945,0.27952966328166756,0.03661143773383217,0.07360474521434349,0.9837471783295711
87,Census Tract 83.86,0.3448,68155.0,289900.0,08,031,008386,Census Tract 83.86,0.0,0.0,27.0,16.047487312415274,5.0,7937.445226031006,0.6403804005776599,0.0,0.09624461317463574,0.21855120049250976,0.026472398932895547,0.15974506578947367,1.0
88,Census Tract 83.87,0.3488,85588.0,282700.0,08,031,008387,Census Tract 83.87,0.0,0.0,17.0,15.350760857287298,4.0,3679.8720290721676,0.5438190920254409,1.5886766862551622,0.08937099194978851,0.230727247919225,0.024423522990858235,0.07736389684813753,0.9808955223880597
89,Census Tract 83.88,0.3914,76128.0,290700.0,08,031,008388,Census Tract 83.88,6.0,24.0,93.0,17.775834891927573,48.0,11498.594423450297,0.46727354265833415,2.2417856189974823,0.1841344890990281,0.36257770773137205,0.029682164433937484,0.07994046055511776,0.9614903725931483
90,Census Tract 83.89,0.3289,87159.0,355100.0,08,031,008389,Census Tract 83.89,0.0,90.0,61.0,21.117991064505013,64.0,5484.000577180321,0.44087090517931105,1.4977334468214831,0.21221635507349793,0.24097331240188383,0.04930783502212074,0.06011436740528949,0.97991129663449
91,Census Tract 83.90,0.3276,76571.0,321300.0,08,031,008390,Census Tract 83.90,0.0,42.0,28.0,19.954629033058854,35.0,11953.98970581963,0.44771180881952943,2.31952763864184,0.16422037864284195,0.23952350563709848,0.010955115932780259,0.11391193363114231,0.9860703812316716
92,Census Tract 83.91,0.302,78595.0,311400.0,08,031,008391,Census Tract 83.91,0.0,30.0,24.0,21.4927523578397,22.0,1697.464374300577,0.4648120108226458,2.6600360545331116,0.16372347707049967,0.23203285420944558,0.01054072553045859,0.05395043132959058,0.9699477351916377
93,Census Tract 119.02,0.3637,45750.0,362600.0,08,031,011902,Census Tract 119.02,0.0,2.0,22.0,11.246949006845997,7.0,3132.397423522027,0.4783821383051011,9.566434407797216,0.3297526041666667,0.2978515625,0.0107421875,0.07275390625,0.9414462081128748
94,Census Tract 119.03,0.3893,81071.0,375000.0,08,031,011903,Census Tract 119.03,0.0,2.0,7.0,11.39105734240969,1.0,558.7460854698851,0.46804206353806893,3.580185836663059,0.32076923076923075,0.22576923076923078,0.016153846153846154,0.054615384615384614,0.9791894852135816
95,Census Tract 9.04,0.4023,45833.0,151400.0,08,101,000904,Census Tract 9.04,0.0,24.0,15.0,4.910987324673089,28.0,1420.2306007675995,0.5342120522700529,1.8373005440765564,0.19837086727359846,0.23694298035457595,0.003833253473885961,0.1408900909761495,0.9470899470899471
97,Census Tract 20,0.3803,34464.0,122700.0,08,101,002000,Census Tract 20,4.0,24.0,154.0,1.175062264298213,48.0,758.4817796089137,0.5752997679171904,9.189263917473369,0.029838022165387893,0.22279056550156295,0.0443307757885763,0.34106529209621994,0.8926453143534994
100,Census Tract 28.02,0.3952,60857.0,196100.0,08,101,002802,Census Tract 28.02,0.0,14.0,104.0,3.214712163776649,81.0,7154.427048253609,0.512045725127574,0.0,0.15538711423930698,0.17785598267460748,0.051705468327016786,0.12186477644492912,0.9261880687563195
103,Census Tract 28.04,0.3797,59458.0,211700.0,08,101,002804,Census Tract 28.04,0.0,2.0,15.0,3.348718949448418,13.0,4339.632015661929,0.49300557764789493,1.3057521969072892,0.20805666223992916,0.07857459052678176,0.013722886232846392,0.11652212586168557,0.7578027465667915
106,Census Tract 29.01,0.422,36426.0,110200.0,08,101,002901,Census Tract 29.01,0.0,10.0,34.0,4.735560679891398,40.0,2616.657080152125,0.5286436718529152,2.8961082018743802,0.07965994962216624,0.1712846347607053,0.06013853904282116,0.2659675881792183,0.9424715909090909
109,Census Tract 120.10,0.3876,73975.0,473700.0,08,031,012010,Census Tract 120.10,0.0,0.0,69.0,14.89723177062108,1.0,2641.1483883953347,0.44018190169304,3.9829491324921915,0.42270663033605815,0.1910990009082652,0.010717529518619437,0.024704813805631245,1.0
110,Census Tract 120.15,0.334,70127.0,314300.0,08,031,012015,Census Tract 120.15,0.0,4.0,23.0,15.267430445184504,1.0,3709.4543242362865,0.46558332086033305,5.955172441135272,0.3419556566230813,0.32944855031267767,0.0267197271176805,0.13018760659465606,1.0
111,Census Tract 120.16,0.338,61707.0,278400.0,08,031,012016,Census Tract 120.16,0.0,0.0,17.0,15.962655298240197,1.0,3182.5815330655128,0.48417604108876755,2.0980178548424027,0.22237151494793417,0.30399731273093716,0.029559959690964057,0.04568357406785355,0.9792284866468842
112,Census Tract 153,0.4067,54147.0,509800.0,08,031,015300,Census Tract 153,0.0,14.0,16.0,7.362181266443376,16.0,1372.181302671055,0.4631500748635926,4.2960145664038345,0.45330984142965014,0.35439214699219734,0.07399949660206394,0.1474955952680594,0.8791257805530777
113,Census Tract 154,0.4043,81984.0,414000.0,08,031,015400,Census Tract 154,0.0,6.0,109.0,6.3835969867739975,50.0,5401.311830861412,0.4957867287455579,6.243528726512197,0.2598629375810335,0.3093165401000185,0.01907760696425264,0.17072120559741658,0.9682063587282543
114,Census Tract 155,0.4009,50520.0,406100.0,08,031,015500,Census Tract 155,0.0,10.0,9.0,7.484005453127169,5.0,4328.06774418506,0.43200030021702734,1.749009213583175,0.40309850920783397,0.5083308973984215,0.03010815551008477,0.11006750807161726,0.9471082550667326
115,Census Tract 156,0.4119,69000.0,294600.0,08,031,015600,Census Tract 156,0.0,0.0,16.0,8.345202209889425,13.0,5196.0529191108535,0.6202740712282103,1.447786600905349,0.0805768570447522,0.2284537026439281,0.032734348174430584,0.1651596657891725,0.9351331083614548
116,Census Tract 157,0.3986,68305.0,337600.0,08,031,015700,Census Tract 157,0.0,2.0,2.0,10.02560593410503,5.0,16936.7794843344,0.5051986872543841,1.8129230481615237,0.16691309347790373,0.1743058978150156,0.03893543617545589,0.16841923806240303,0.9860986547085202
117,Census Tract 158,0.3607,56981.0,228700.0,08,031,015800,Census Tract 158,26.0,14.0,51.0,20.292925519373565,13.0,819.620013008781,0.40098318741350725,1.5016051597953781,0.1808964781216649,0.2006403415154749,0.0,0.08751334044823907,1.0
124,Census Tract 9802,0.4213,86875.0,541700.0,08,031,980200,Census Tract 9802,2.0,20.0,111.0,1.3218694964301756,3.0,533.5053530848664,0.457871132386029,9.666159321320563,0.04871794871794872,0.24871794871794872,0.014102564102564103,0.0,0.5531914893617021
127,Census Tract 120.01,0.4912,76902.0,534900.0,08,031,012001,Census Tract 120.01,0.0,0.0,25.0,12.80674009577664,2.0,1602.2609953149604,0.47980604650818426,2.5541086928516203,0.4281676872350447,0.1210551106924164,0.004710315591144607,0.0682995760715968,0.9711815561959655
