,NAME,Income Diversity Index,Median Household Income,Median Household Value,state,county,tract,Tracts,Number of Hotels,Bus Stops,Point of Interests,Distance to Center,Airbnb penetration,Population Density,Race Diversity Index,Bohemian Index,Talent Index,Proportion of Young People,Unemployment Ratio,Poverty by Income Percentage,Proportion of Owner Occupied Residences
48,Census Tract 22.04,0.4398,76591.0,282500.0,34,013,002204,Census Tract 22.04,0.0,0.0,4.0,6.049788049004288,4.0,6033.719337967874,0.44021919343425453,7.922949414560129,0.2799819657348963,0.14337240757439135,0.14652840396753833,0.11406672678088368,0.9549763033175356
49,Census Tract 26,0.4773,43795.0,194400.0,34,013,002600,Census Tract 26,0.0,0.0,0.0,3.0795130133714674,6.0,8564.24881998887,0.49446737445293193,0.0,0.01473922902494331,0.2777777777777778,0.051587301587301584,0.29454109178164367,0.82953181272509
50,Census Tract 39,0.43,20743.0,169700.0,34,013,003900,Census Tract 39,0.0,0.0,1.0,2.1630064856843743,0.0,4691.401602312333,0.49882656696330174,0.0,0.022853185595567867,0.19806094182825484,0.004847645429362881,0.5380886426592798,0.8284389489953632
51,Census Tract 48.01,0.4032,41067.0,269000.0,34,013,004801,Census Tract 48.01,0.0,0.0,2.0,3.8239901859441914,10.0,14176.566755993423,0.4930120999848567,0.0,0.07352941176470588,0.21260504201680672,0.053361344537815124,0.27058823529411763,0.9232736572890026
52,Census Tract 48.02,0.458,13196.0,250000.0,34,013,004802,Census Tract 48.02,0.0,2.0,30.0,4.776679036373063,24.0,1278.5325679272557,0.47756531351888387,0.0,0.01706571574121243,0.2967396841569027,0.03438614365766684,0.4814074370251899,0.7772727272727272
53,Census Tract 62,0.4837,27708.0,9999.0,34,013,006200,Census Tract 62,0.0,0.0,0.0,1.4043101265801297,3.0,7701.64191769404,0.4608930417094818,0.0,0.10033076074972437,0.2155457552370452,0.037486218302094816,0.4410143329658214,0.954653937947494
55,Census Tract 64,0.4983,45245.0,219200.0,34,013,006400,Census Tract 64,0.0,2.0,21.0,1.0160710881419337,6.0,3910.014536395101,0.38460770167677205,2.245589553871347,0.5140495867768595,0.4090909090909091,0.0,0.2632450331125828,0.9718518518518519
59,Census Tract 67,0.5455,16863.0,317400.0,34,013,006700,Census Tract 67,0.0,0.0,1.0,1.397866938764796,20.0,11510.781037014229,0.496360493952136,0.0,0.06812134113890367,0.13145290047897817,0.02155401809473124,0.2584454820104367,0.9106292966684294
61,Census Tract 71,0.4254,47734.0,307300.0,34,013,007100,Census Tract 71,0.0,0.0,6.0,2.1576244743706936,9.0,10623.17673997903,0.5325766493797081,5.2287807513996745,0.10429897410845139,0.20859794821690278,0.040791402051783096,0.2034362549800797,0.9569816643159379
63,Census Tract 72,0.3927,43672.0,322400.0,34,013,007200,Census Tract 72,0.0,0.0,5.0,2.0165521532515975,5.0,18474.46307631431,0.5607527316184376,0.0,0.07085775173148641,0.2626531699520511,0.043153969099627064,0.1321257325519446,0.9470246734397678
65,Census Tract 73,0.3776,51882.0,363300.0,34,013,007300,Census Tract 73,0.0,0.0,37.0,2.0540758034675735,10.0,12379.542680879187,0.5166105216718977,2.1803366890196765,0.0997643362136685,0.2115082482325216,0.02945797329143755,0.1639763779527559,0.9613800205973223
67,Census Tract 74,0.4592,50486.0,304700.0,34,013,007400,Census Tract 74,0.0,0.0,10.0,3.758717512087104,10.0,1284.5376363915127,0.4487668358478126,0.0,0.07056307911617961,0.328759800427655,0.027797576621525304,0.2235897435897436,0.939
69,Census Tract 75.01,0.5567,21605.0,388500.0,34,013,007501,Census Tract 75.01,0.0,0.0,34.0,3.188778621391273,12.0,1922.1222443807092,0.5308048910566113,0.0,0.08327706504613999,0.24487958586540626,0.07877560207067297,0.43950338600451466,0.9249394673123487
70,Census Tract 75.02,0.4509,33125.0,281100.0,34,013,007502,Census Tract 75.02,0.0,2.0,0.0,3.6245291200600454,0.0,1527.841058754157,0.5586908510587273,0.8285279418274769,0.07501847745750184,0.21175166297117518,0.0450849963045085,0.35952557449962935,0.9101741521539871
71,Census Tract 77,0.3886,46285.0,406300.0,34,013,007700,Census Tract 77,0.0,0.0,24.0,1.327712271331042,12.0,14217.232638291784,0.550255358341483,1.792908811484512,0.10584070796460177,0.26761061946902653,0.017345132743362832,0.19964601769911505,0.9723707664884136
72,Census Tract 78,0.4466,40574.0,322900.0,34,013,007800,Census Tract 78,0.0,0.0,2.0,1.0643291485985715,7.0,18192.425494537034,0.5930154566990457,2.383834779994846,0.07628062360801782,0.2452672605790646,0.006403118040089087,0.23775055679287305,0.962336664104535
74,Census Tract 79,0.4594,43284.0,381900.0,34,013,007900,Census Tract 79,0.0,8.0,35.0,0.9094948521262332,31.0,7247.7413782077765,0.5652080913270382,3.1595698535753707,0.15548780487804878,0.25415742793791574,0.03409090909090909,0.18528838116466984,0.9208549971114962
75,Census Tract 80,0.5143,39147.0,355200.0,34,013,008000,Census Tract 80,5.0,2.0,50.0,0.33634217922943566,39.0,2664.4058493124917,0.48429220194140216,4.661357888840693,0.2863972186006084,0.3250760538896132,0.030421555845284658,0.25119513255106474,0.8924640135478408
76,Census Tract 81,0.5792,26161.0,235100.0,34,013,008100,Census Tract 81,0.0,2.0,22.0,0.4640551915317617,59.0,5031.227121604562,0.4458537074226812,2.5290087563227037,0.17419195657537626,0.21391561806069578,0.02072538860103627,0.26424870466321243,0.9686978297161937
77,Census Tract 82,0.5707,18324.0,273100.0,34,013,008200,Census Tract 82,0.0,0.0,0.0,1.466389136645694,8.0,5010.31493368087,0.45164478564011273,0.0,0.10619469026548672,0.26781555659059153,0.03493246390312063,0.421137339055794,0.972396486825596
78,Census Tract 88,0.3746,44500.0,205000.0,34,013,008800,Census Tract 88,0.0,0.0,0.0,1.8823136644258334,3.0,12575.27831538049,0.5981109348993279,1.001463608930618,0.1190721649484536,0.26082474226804125,0.034536082474226806,0.20407098121085596,0.8613138686131386
79,Census Tract 89,0.5037,31500.0,213900.0,34,013,008900,Census Tract 89,0.0,0.0,0.0,2.160170811310896,16.0,14214.57575117177,0.6576189732124971,7.836135089948455,0.04722792607802875,0.20841889117043122,0.03696098562628337,0.40811088295687886,0.8080808080808081
