,NAME,Income Diversity Index,Median Household Income,Median Household Value,state,county,tract,Tracts,Number of Hotels,Bus Stops,Point of Interests,Airbnb penetration,Population Density,Race Diversity Index,Bohemian Index,Talent Index,Proportion of Young People,Unemployment Ratio,Poverty by Income Percentage,Proportion of Owner Occupied Residences
87,Census Tract 1218.01,0.3497,80732.0,1025000.0,06,087,121801,Census Tract 1218.01,2.0,0.0,2.0,4.0,1480.0349134484773,0.46195580185763185,0.0,0.4612568639414277,0.10616229408175717,0.0,0.16412446613788895,0.7679127725856698
89,Census Tract 1218.02,0.5438,81397.0,893800.0,06,087,121802,Census Tract 1218.02,2.0,2.0,3.0,7.0,6411.33336771824,0.47797390345601676,5.374152911853723,0.2866387514274838,0.12409592691282832,0.0026646364674533687,0.12928049249711426,0.9213649851632048
94,Census Tract 2092.01,0.4219,83313.0,626800.0,06,037,209201,Census Tract 2092.01,0.0,10.0,11.0,84.0,1618.5801975626596,0.353797105564244,14.715532756124134,0.5388944058258854,0.46838795100959946,0.003972194637537239,0.17444554783184377,0.8114602587800369
103,Census Tract 2098.20,0.469,36500.0,695100.0,06,037,209820,Census Tract 2098.20,0.0,4.0,0.0,20.0,6437.3394545184165,0.8637843007667467,0.4063354738627578,0.05788916343099188,0.22096717260854218,0.05188845746558419,0.29709631728045327,0.9431680773881499
104,Census Tract 2100.10,0.471,30703.0,367600.0,06,037,210010,Census Tract 2100.10,0.0,14.0,1.0,8.0,5680.882934956996,0.7304323799327501,0.9303919979742514,0.12137518684603886,0.27982062780269057,0.027204783258594916,0.3471327813554124,0.972972972972973
105,Census Tract 2110,0.6073,135612.0,1933500.0,06,037,211000,Census Tract 2110,0.0,54.0,72.0,70.0,10202.398165541672,0.3917524200318469,20.945409291714803,0.48965109402720286,0.24127735068007097,0.03508771929824561,0.0702446724546172,0.8441558441558441
106,Census Tract 2111.21,0.3406,65912.0,775000.0,06,037,211121,Census Tract 2111.21,1.0,8.0,3.0,22.0,1104.7806767490897,0.4498933382093009,31.39823817794008,0.31654034774855105,0.369594293357111,0.06598305840392332,0.12219227313566937,0.8137347130761995
109,Census Tract 2111.24,0.4347,53055.0,460000.0,06,037,211124,Census Tract 2111.24,0.0,22.0,15.0,14.0,5383.765255816747,0.47819390167017867,21.085453070253944,0.4157303370786517,0.2209737827715356,0.0628381190178943,0.15159181952350834,0.9056189640035118
110,Census Tract 2112.01,0.3558,52223.0,706300.0,06,037,211201,Census Tract 2112.01,0.0,6.0,0.0,6.0,8896.400145966005,0.5618198209165864,15.149223467594199,0.16418992388546574,0.33562885103298296,0.03334541500543675,0.185212033345415,0.9037238873751136
114,Census Tract 2114.10,0.4214,51921.0,1614300.0,06,037,211410,Census Tract 2114.10,0.0,8.0,8.0,5.0,119.5271787403387,0.45574703959416496,10.856487696526708,0.27167257492748953,0.16854656783757654,0.02868192072188205,0.07996083550913838,0.8951160928742994
115,Census Tract 2114.20,0.479,48333.0,829500.0,06,037,211420,Census Tract 2114.20,0.0,10.0,8.0,20.0,6604.053554959543,0.49166889380455586,10.701001579311303,0.2746543778801843,0.3370199692780338,0.03655913978494624,0.15706806282722513,0.8958185683912119
116,Census Tract 2115,0.6293,61538.0,1652800.0,06,037,211500,Census Tract 2115,0.0,26.0,20.0,28.0,3914.1630713712184,0.3939194394715249,13.783304038688534,0.36267181094767303,0.16976127320954906,0.027007475283337353,0.10176030865686038,0.8775818639798488
117,Census Tract 2117.01,0.6095,66563.0,718400.0,06,037,211701,Census Tract 2117.01,0.0,14.0,3.0,14.0,4796.160514397265,0.38003238104240633,8.939380424980673,0.3589243959469992,0.26773187840997664,0.04091971940763835,0.11067809820732658,0.8520710059171598
119,Census Tract 2117.04,0.4897,39875.0,443000.0,06,037,211704,Census Tract 2117.04,0.0,8.0,15.0,7.0,6293.371628343806,0.41425790520901745,14.437099386343787,0.4011299435028249,0.2842514124293785,0.02401129943502825,0.15150442477876105,0.8839572192513369
121,Census Tract 2118.03,0.4173,54922.0,402200.0,06,037,211803,Census Tract 2118.03,0.0,4.0,2.0,20.0,2074.8571053458054,0.4685316902257823,4.467472003948157,0.3701600413009809,0.29969024264326277,0.04052658750645328,0.14532782653588022,0.8745684695051784
122,Census Tract 2118.04,0.4171,41843.0,857600.0,06,037,211804,Census Tract 2118.04,0.0,8.0,2.0,2.0,3836.095148504468,0.45008224876019026,6.707527079252566,0.28585209003215434,0.23279742765273312,0.06623794212218649,0.20702999032570138,0.8743351063829787
123,Census Tract 2119.10,0.3176,54675.0,386800.0,06,037,211910,Census Tract 2119.10,3.0,6.0,3.0,15.0,6814.265032626937,0.49642866800270175,9.28202840331959,0.24749241894098437,0.3748542104035456,0.030090972708187544,0.12432936785630977,0.8992571959145775
126,Census Tract 2121.01,0.4926,50640.0,553000.0,06,037,212101,Census Tract 2121.01,0.0,12.0,16.0,9.0,4323.721479006469,0.3807384031317263,16.20262702027747,0.48214942951785056,0.4111152005888848,0.018770702981229296,0.16709606183290393,0.9285258455647735
128,Census Tract 2122.02,0.4094,36920.0,1062500.0,06,037,212202,Census Tract 2122.02,0.0,8.0,3.0,16.0,912.1540942664074,0.5766597709021377,13.204084844728163,0.17890716803760282,0.36133960047003527,0.033783783783783786,0.3230769230769231,0.9209202012940331
134,Census Tract 1011.10,0.3977,74625.0,502200.0,06,037,101110,Census Tract 1011.10,0.0,0.0,23.0,1.0,8239.15466958247,0.44948597606619006,4.952839229928959,0.21284731073158297,0.1674738720367066,0.028039765485597758,0.1128738621586476,0.9238796807857581
135,Census Tract 1011.22,0.3962,93125.0,658800.0,06,037,101122,Census Tract 1011.22,0.0,0.0,1.0,1.0,9747.046082148981,0.41889242712557717,5.1518721081857795,0.2595290118960913,0.18596746783199805,0.05098324836125273,0.044297601566324035,0.9537695590327169
136,Census Tract 1012.20,0.4708,55682.0,550800.0,06,037,101220,Census Tract 1012.20,0.0,0.0,4.0,4.0,11564.874294059562,0.4724145726533214,5.118194372784693,0.18993377483443707,0.1880794701986755,0.059602649006622516,0.1690066225165563,0.9781121751025992
137,Census Tract 1012.21,0.4399,46274.0,461600.0,06,037,101221,Census Tract 1012.21,1.0,0.0,1.0,1.0,5882.750990697387,0.4544806340424357,8.851685705912805,0.16952733034063902,0.16820702402957485,0.029838922630050172,0.2060154378493479,0.9655392469687301
138,Census Tract 1012.22,0.5239,30016.0,378400.0,06,037,101222,Census Tract 1012.22,0.0,0.0,2.0,0.0,8231.317487025728,0.5273084989354505,0.0,0.12035333087964667,0.20463746779536254,0.05631210894368789,0.38019874861980124,0.9827586206896551
139,Census Tract 1013,0.3922,87066.0,643200.0,06,037,101300,Census Tract 1013,0.0,0.0,55.0,3.0,6247.784544916422,0.4553745243934223,6.312942990384581,0.27960438385458436,0.1558406843090083,0.023255813953488372,0.08062770562770563,0.9096153846153846
140,Census Tract 1014,0.417,66210.0,554300.0,06,037,101400,Census Tract 1014,1.0,0.0,17.0,8.0,4888.628824433727,0.44023480173919755,13.839485250525634,0.2335181762168823,0.16697473813924832,0.03512014787430684,0.06155273739560779,0.8630490956072352
141,Census Tract 1021.03,0.4383,59005.0,658200.0,06,037,102103,Census Tract 1021.03,0.0,0.0,4.0,1.0,6200.1718449771215,0.43242539564907206,1.00501910103333,0.25416666666666665,0.17239583333333333,0.03802083333333333,0.0359375,0.915057915057915
142,Census Tract 1021.04,0.4667,98973.0,630200.0,06,037,102104,Census Tract 1021.04,1.0,0.0,7.0,5.0,4759.4157287946555,0.42310959219634847,3.9223812068792747,0.2973489371865297,0.18652973489371866,0.03606400764270361,0.09529828109201213,0.9530583214793741
143,Census Tract 1021.05,0.4262,82438.0,545400.0,06,037,102105,Census Tract 1021.05,0.0,0.0,2.0,1.0,10672.738357931026,0.5982882271988077,7.187689504538278,0.21146355036171396,0.15971062882582082,0.04284919309961046,0.10239287701725097,0.9493006993006993
144,Census Tract 1021.07,0.4153,83200.0,698600.0,06,037,102107,Census Tract 1021.07,0.0,0.0,0.0,9.0,13510.331390471178,0.4472398288043628,7.061317686029633,0.25796178343949044,0.2310142087212151,0.07079862812346889,0.12399193548387097,0.9935483870967742
145,Census Tract 1031.01,0.3908,109000.0,596200.0,06,037,103101,Census Tract 1031.01,0.0,0.0,24.0,0.0,3033.1536152055237,0.46738555473821997,6.919742625262817,0.2753623188405797,0.18478260869565216,0.0430756843800322,0.0430756843800322,0.9432048681541582
146,Census Tract 1031.02,0.4349,71038.0,503200.0,06,037,103102,Census Tract 1031.02,0.0,2.0,30.0,2.0,2159.0415620361255,0.45725648914001293,2.9482545940135236,0.18999151823579305,0.18829516539440203,0.05385920271416455,0.07506361323155217,0.9579735175590098
147,Census Tract 1032.01,0.4331,73844.0,510300.0,06,037,103201,Census Tract 1032.01,0.0,0.0,91.0,4.0,1599.892790726481,0.4583807734202356,8.397731102090424,0.2532188841201717,0.1918707397121939,0.02726584195910124,0.1443808532778356,0.9482338611449452
148,Census Tract 1032.02,0.3931,106125.0,722200.0,06,037,103202,Census Tract 1032.02,0.0,8.0,44.0,1.0,1001.4065277390138,0.42757006420303184,9.345361020700318,0.1366290385363955,0.17944725574153367,0.01518100428182172,0.012870514820592824,0.9574175824175825
149,Census Tract 1033,0.4343,113568.0,744600.0,06,037,103300,Census Tract 1033,0.0,0.0,5.0,10.0,10116.80288795154,0.44764892943889945,11.485846662138544,0.30568974771873325,0.12909286097691894,0.029522275899087493,0.04648038688876948,0.9169701383831027
150,Census Tract 1034.01,0.3889,109271.0,572200.0,06,037,103401,Census Tract 1034.01,0.0,0.0,5.0,2.0,5615.729524041799,0.41629528123591447,17.33640015322804,0.38097072419106315,0.19183359013867488,0.04429892141756549,0.0635593220338983,0.9228675136116152
151,Census Tract 1034.02,0.3678,112306.0,619100.0,06,037,103402,Census Tract 1034.02,0.0,2.0,14.0,0.0,7127.270679545851,0.420831055157328,12.642963108395781,0.2447957839262187,0.15810276679841898,0.020553359683794466,0.06392083444771329,0.9048556430446194
152,Census Tract 1041.05,0.5196,50483.0,358500.0,06,037,104105,Census Tract 1041.05,0.0,0.0,0.0,1.0,19628.326250513768,0.7303603593385157,0.5742966291619028,0.09648047627385747,0.206969007179128,0.045526177552092456,0.24128874102609,0.9621451104100947
153,Census Tract 1041.08,0.4637,51207.0,429800.0,06,037,104108,Census Tract 1041.08,0.0,0.0,3.0,1.0,2655.0372045011295,0.7894094714666546,5.623267144683101,0.06791569086651054,0.28030985408034587,0.03638983966852819,0.18717348225544947,1.0
154,Census Tract 2123.06,0.452,37466.0,466700.0,06,037,212306,Census Tract 2123.06,1.0,10.0,3.0,5.0,17892.27372574885,0.568287158778471,3.5528972752392676,0.18700906344410875,0.21510574018126888,0.038066465256797584,0.27129909365558913,0.9350862777321282
156,Census Tract 2124.20,0.3846,45465.0,441700.0,06,037,212420,Census Tract 2124.20,0.0,18.0,2.0,33.0,4878.564582941204,0.5218936242073163,8.240353531018142,0.2197281062282643,0.3265886816313626,0.01707239962061334,0.26146063863420804,0.9225908372827805
157,Census Tract 2125.01,0.4498,44797.0,1056300.0,06,037,212501,Census Tract 2125.01,0.0,6.0,0.0,8.0,2272.7941160979094,0.5179731314600132,20.135971611619283,0.32064128256513025,0.37975951903807614,0.01503006012024048,0.1533066132264529,0.9448818897637795
